state,account_length,area_code,phone_number,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,number_customer_service_calls
40.0,87.0,408,404.0,0,0,0.0,322.5,106.0,54.83,204.6,93.0,17.39,186.2,128.0,8.38,9.4,4.0,2.54,2
40.0,19.0,510,4272.0,0,0,0.0,259.4,116.0,44.1,269.7,109.0,22.92,175.3,130.0,7.89,9.5,3.0,2.57,1
34.0,161.0,415,1268.0,0,0,0.0,332.9,67.0,56.59,317.8,97.0,27.01,160.6,128.0,7.23,5.4,9.0,1.46,4
35.0,68.0,415,2216.0,1,1,24.0,125.7,92.0,21.37,275.9,98.0,23.45,214.5,108.0,9.65,14.2,6.0,3.83,3
47.0,90.0,415,2456.0,1,0,0.0,148.2,96.0,25.19,220.4,111.0,18.73,134.2,97.0,6.04,9.2,1.0,2.48,4
2.0,109.0,415,4331.0,0,1,29.0,111.2,90.0,18.9,263.5,98.0,22.4,224.7,128.0,10.11,9.0,6.0,2.43,6
19.0,117.0,408,1879.0,0,0,0.0,302.6,83.0,51.44,167.1,106.0,14.2,209.8,79.0,9.44,10.4,7.0,2.81,1
50.0,97.0,510,979.0,1,0,0.0,236.9,107.0,40.27,157.6,105.0,13.4,241.0,120.0,10.85,7.3,2.0,1.97,0
31.0,88.0,415,1060.0,0,0,0.0,301.5,136.0,51.26,257.7,72.0,21.9,132.9,118.0,5.98,13.4,2.0,3.62,4
17.0,76.0,510,922.0,0,0,0.0,293.8,94.0,49.95,169.6,62.0,14.42,160.4,103.0,7.22,13.7,9.0,3.7,0
9.0,185.0,510,3890.0,0,1,24.0,121.6,100.0,20.67,108.3,77.0,9.21,206.3,98.0,9.28,12.3,2.0,3.32,5
20.0,147.0,408,2524.0,0,0,0.0,274.0,92.0,46.58,231.8,82.0,19.7,283.6,83.0,12.76,6.2,1.0,1.67,0
42.0,78.0,415,2326.0,1,0,0.0,71.5,126.0,12.16,166.8,127.0,14.18,211.6,86.0,9.52,8.3,2.0,2.24,3
50.0,65.0,415,2542.0,0,1,21.0,135.1,120.0,22.97,238.4,90.0,20.26,286.4,93.0,12.89,11.0,9.0,2.97,4
6.0,120.0,408,873.0,1,0,0.0,202.0,123.0,34.34,184.3,78.0,15.67,176.0,89.0,7.92,7.4,2.0,2.0,2
50.0,97.0,510,979.0,1,0,0.0,236.9,107.0,40.27,157.6,105.0,13.4,241.0,120.0,10.85,7.3,2.0,1.97,0
20.0,154.0,510,4422.0,0,0,0.0,154.5,122.0,26.27,214.2,71.0,18.21,178.0,105.0,8.01,12.0,2.0,3.24,3
31.0,162.0,408,2111.0,0,0,0.0,217.6,87.0,36.99,279.0,71.0,23.72,250.7,65.0,11.28,10.4,4.0,2.81,2
22.0,116.0,408,2674.0,0,0,0.0,133.3,94.0,22.66,247.8,126.0,21.06,219.0,78.0,9.86,11.3,5.0,3.05,5
20.0,135.0,408,2906.0,1,1,41.0,173.1,85.0,29.43,203.9,107.0,17.33,122.2,78.0,5.5,14.6,15.0,3.94,0
42.0,112.0,415,640.0,0,0,0.0,272.5,119.0,46.33,226.1,94.0,19.22,159.1,94.0,7.16,16.4,5.0,4.43,3
38.0,106.0,408,4008.0,1,0,0.0,133.7,45.0,22.73,187.8,107.0,15.96,181.9,89.0,8.19,10.7,2.0,2.89,1
14.0,137.0,408,1313.0,1,0,0.0,237.3,103.0,40.34,176.7,84.0,15.02,263.4,81.0,11.85,14.2,4.0,3.83,0
7.0,82.0,415,2439.0,0,0,0.0,300.3,109.0,51.05,181.0,100.0,15.39,270.1,73.0,12.15,11.7,4.0,3.16,0
36.0,78.0,415,3056.0,0,0,0.0,290.5,119.0,49.39,158.4,75.0,13.46,255.6,101.0,11.5,8.6,6.0,2.32,2
21.0,131.0,510,1387.0,1,1,26.0,292.9,101.0,49.79,199.7,97.0,16.97,255.3,127.0,11.49,13.8,7.0,3.73,4
15.0,117.0,415,1831.0,0,0,0.0,118.4,126.0,20.13,249.3,97.0,21.19,227.0,56.0,10.22,13.6,3.0,3.67,5
19.0,110.0,408,4835.0,0,0,0.0,272.5,113.0,46.33,288.9,113.0,24.56,172.4,96.0,7.76,10.1,5.0,2.73,2
19.0,62.0,415,3051.0,1,0,0.0,159.7,86.0,27.15,197.5,76.0,16.79,121.6,105.0,5.47,13.9,6.0,3.75,0
35.0,83.0,415,2264.0,0,0,0.0,337.4,120.0,57.36,227.4,116.0,19.33,153.9,114.0,6.93,15.8,7.0,4.27,0
30.0,114.0,510,3094.0,1,1,28.0,136.4,93.0,23.19,170.0,90.0,14.45,191.5,73.0,8.62,14.6,4.0,3.94,2
8.0,109.0,415,1350.0,1,1,36.0,244.2,147.0,41.51,199.7,65.0,16.97,144.4,109.0,6.5,15.4,3.0,4.16,2
16.0,70.0,415,191.0,0,0,0.0,325.5,128.0,55.34,300.3,105.0,25.53,199.8,93.0,8.99,5.7,7.0,1.54,1
46.0,63.0,415,3506.0,0,0,0.0,278.0,102.0,47.26,266.4,114.0,22.64,224.1,118.0,10.08,13.1,4.0,3.54,4
16.0,74.0,408,3710.0,0,0,0.0,286.9,113.0,48.77,260.8,121.0,22.17,137.1,94.0,6.17,12.6,6.0,3.4,0
38.0,75.0,510,1398.0,0,0,0.0,109.0,88.0,18.53,259.3,120.0,22.04,182.1,119.0,8.19,13.3,3.0,3.59,4
20.0,103.0,415,2991.0,1,0,0.0,133.2,90.0,22.64,236.8,70.0,20.13,214.1,120.0,9.63,12.5,2.0,3.38,1
44.0,89.0,408,3446.0,0,0,0.0,144.2,74.0,24.51,164.7,119.0,14.0,279.2,121.0,12.56,12.1,7.0,3.27,4
19.0,110.0,408,4835.0,0,0,0.0,272.5,113.0,46.33,288.9,113.0,24.56,172.4,96.0,7.76,10.1,5.0,2.73,2
2.0,76.0,408,938.0,0,0,0.0,107.3,140.0,18.24,238.2,133.0,20.25,271.8,116.0,12.23,10.0,3.0,2.7,4
46.0,107.0,510,2830.0,0,0,0.0,189.7,76.0,32.25,156.1,65.0,13.27,244.0,91.0,10.98,8.3,3.0,2.24,5
31.0,57.0,510,131.0,1,0,0.0,115.0,65.0,19.55,122.3,96.0,10.4,245.0,75.0,11.03,6.4,1.0,1.73,0
15.0,117.0,415,1831.0,0,0,0.0,118.4,126.0,20.13,249.3,97.0,21.19,227.0,56.0,10.22,13.6,3.0,3.67,5
20.0,76.0,415,3829.0,1,0,0.0,273.3,66.0,46.46,263.6,121.0,22.41,165.2,84.0,7.43,12.0,7.0,3.24,1
31.0,95.0,408,1113.0,1,1,37.0,220.2,109.0,37.43,185.3,99.0,15.75,205.1,82.0,9.23,4.1,2.0,1.11,0
17.0,59.0,510,4520.0,0,0,0.0,155.5,92.0,26.44,192.3,104.0,16.35,123.3,106.0,5.55,10.5,3.0,2.84,4
38.0,119.0,408,774.0,0,0,0.0,287.1,115.0,48.81,159.3,99.0,13.54,216.8,86.0,9.76,13.9,1.0,3.75,2
44.0,68.0,415,4007.0,0,0,0.0,213.9,112.0,36.36,260.5,100.0,22.14,233.8,97.0,10.52,8.4,3.0,2.27,1
50.0,76.0,415,4281.0,0,0,0.0,263.4,148.0,44.78,230.3,69.0,19.58,170.6,101.0,7.68,11.4,5.0,3.08,1
