state,account_length,area_code,phone_number,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,number_customer_service_calls
46.0,75.0,510,2602.0,0,0,0.0,209.4,133.0,35.6,211.5,121.0,17.98,291.2,123.0,13.1,7.2,4.0,1.94,1
13.0,151.0,415,4528.0,0,0,0.0,194.8,106.0,33.12,292.7,103.0,24.88,224.6,82.0,10.11,5.5,3.0,1.49,0
43.0,88.0,510,4583.0,0,0,0.0,138.3,116.0,23.51,236.0,138.0,20.06,179.1,110.0,8.06,9.6,4.0,2.59,3
45.0,66.0,415,1205.0,0,0,0.0,145.6,105.0,24.75,250.9,82.0,21.33,156.6,102.0,7.05,12.2,7.0,3.29,1
30.0,125.0,415,1570.0,1,0,0.0,298.4,78.0,50.73,270.5,142.0,22.99,107.3,84.0,4.83,12.2,2.0,3.29,0
26.0,34.0,415,2334.0,0,1,14.0,151.5,100.0,25.76,248.7,126.0,21.14,199.8,120.0,8.99,10.7,5.0,2.89,2
40.0,140.0,510,1065.0,0,1,28.0,157.1,77.0,26.71,172.4,97.0,14.65,184.5,94.0,8.3,11.1,9.0,3.0,1
35.0,56.0,408,1133.0,0,0,0.0,91.1,90.0,15.49,179.3,115.0,15.24,300.7,89.0,13.53,11.9,8.0,3.21,2
44.0,144.0,415,4718.0,0,0,0.0,139.6,96.0,23.73,124.2,93.0,10.56,95.6,75.0,4.3,15.0,4.0,4.05,2
40.0,114.0,510,1962.0,0,1,4.0,141.3,96.0,24.02,230.4,88.0,19.58,223.7,85.0,10.07,9.4,3.0,2.54,3
6.0,100.0,510,4661.0,1,0,0.0,107.2,98.0,18.22,86.8,122.0,7.38,156.2,117.0,7.03,9.7,4.0,2.62,1
22.0,139.0,415,4951.0,0,1,20.0,214.6,101.0,36.48,235.1,132.0,19.98,162.8,132.0,7.33,14.8,12.0,4.0,0
23.0,40.0,510,1402.0,1,0,0.0,170.7,55.0,29.02,179.1,108.0,15.22,281.9,89.0,12.69,8.2,9.0,2.21,3
13.0,114.0,415,2792.0,0,0,0.0,202.1,100.0,34.36,195.7,102.0,16.63,291.8,120.0,13.13,13.3,5.0,3.59,2
29.0,105.0,510,4457.0,0,0,0.0,213.3,99.0,36.26,153.1,79.0,13.01,227.9,98.0,10.26,10.8,5.0,2.92,1
39.0,155.0,408,351.0,1,0,0.0,163.1,94.0,27.73,291.7,108.0,24.79,96.4,111.0,4.34,11.2,3.0,3.02,0
44.0,71.0,415,2082.0,0,0,0.0,278.9,110.0,47.41,190.2,67.0,16.17,255.2,84.0,11.48,11.7,7.0,3.16,0
43.0,115.0,415,1611.0,0,0,0.0,211.1,112.0,35.89,227.8,113.0,19.36,179.6,110.0,8.08,7.2,2.0,1.94,0
26.0,83.0,415,1476.0,0,0,0.0,188.3,70.0,32.01,243.8,88.0,20.72,213.7,79.0,9.62,10.3,6.0,2.78,0
44.0,50.0,510,4143.0,0,0,0.0,258.1,106.0,43.88,161.4,106.0,13.72,225.1,110.0,10.13,11.7,5.0,3.16,1
22.0,108.0,408,2644.0,0,1,32.0,209.5,108.0,35.62,109.6,64.0,9.32,189.7,145.0,8.54,9.1,6.0,2.46,6
38.0,122.0,415,2892.0,1,0,0.0,230.9,132.0,39.25,243.2,99.0,20.67,182.4,57.0,8.21,11.0,2.0,2.97,0
16.0,128.0,415,2845.0,0,1,25.0,265.1,110.0,45.07,197.4,99.0,16.78,244.7,91.0,11.01,10.0,3.0,2.7,1
9.0,97.0,415,4617.0,0,1,28.0,202.3,97.0,34.39,69.2,84.0,5.88,257.6,64.0,11.59,6.7,3.0,1.81,1
46.0,128.0,408,874.0,0,0,0.0,227.9,130.0,38.74,302.6,71.0,25.72,191.5,82.0,8.62,5.5,7.0,1.49,1
28.0,38.0,415,165.0,1,0,0.0,211.6,87.0,35.97,106.9,68.0,9.09,239.2,99.0,10.76,14.1,11.0,3.81,0
7.0,103.0,510,3049.0,0,1,31.0,107.7,124.0,18.31,188.9,104.0,16.06,196.2,98.0,8.83,8.9,3.0,2.4,0
16.0,129.0,415,2137.0,0,0,0.0,220.2,117.0,37.43,261.1,102.0,22.19,165.9,132.0,7.47,10.8,1.0,2.92,2
35.0,184.0,415,2964.0,0,0,0.0,167.2,133.0,28.42,162.1,123.0,13.78,156.9,81.0,7.06,9.5,4.0,2.57,1
41.0,87.0,415,2233.0,0,1,21.0,214.0,113.0,36.38,180.0,114.0,15.3,134.5,82.0,6.05,10.6,5.0,2.86,0
49.0,121.0,510,3850.0,0,0,0.0,177.2,142.0,30.12,123.5,88.0,10.5,213.2,51.0,9.59,8.4,6.0,2.27,1
45.0,10.0,408,1146.0,0,0,0.0,186.1,112.0,31.64,190.2,66.0,16.17,282.8,57.0,12.73,11.4,6.0,3.08,2
35.0,84.0,408,501.0,0,0,0.0,159.5,125.0,27.12,247.1,90.0,21.0,187.9,82.0,8.46,7.2,4.0,1.94,2
31.0,85.0,415,2012.0,0,0,0.0,236.9,93.0,40.27,197.7,113.0,16.8,309.1,78.0,13.91,11.4,7.0,3.08,2
6.0,155.0,510,2776.0,0,0,0.0,165.4,108.0,28.12,183.7,103.0,15.61,80.2,108.0,3.61,8.9,4.0,2.4,3
21.0,82.0,415,3583.0,0,1,23.0,165.2,103.0,28.08,193.9,78.0,16.48,170.9,90.0,7.69,11.8,2.0,3.19,1
27.0,102.0,408,4708.0,0,1,27.0,109.8,66.0,18.67,207.3,76.0,17.62,236.9,101.0,10.66,10.3,7.0,2.78,0
14.0,74.0,408,2051.0,0,0,0.0,141.9,103.0,24.12,201.0,110.0,17.09,211.2,117.0,9.5,10.9,11.0,2.94,1
50.0,97.0,510,979.0,1,0,0.0,236.9,107.0,40.27,157.6,105.0,13.4,241.0,120.0,10.85,7.3,2.0,1.97,0
38.0,92.0,408,662.0,0,1,28.0,151.1,90.0,25.69,194.8,79.0,16.56,239.2,114.0,10.76,10.0,3.0,2.7,1
13.0,99.0,408,3791.0,0,0,0.0,190.4,102.0,32.37,158.1,107.0,13.44,271.5,92.0,12.22,11.2,4.0,3.02,2
39.0,63.0,415,2275.0,0,0,0.0,180.5,126.0,30.69,230.0,98.0,19.55,232.5,73.0,10.46,10.6,3.0,2.86,0
10.0,84.0,408,2093.0,0,0,0.0,127.7,81.0,21.71,188.4,84.0,16.01,260.0,125.0,11.7,4.7,6.0,1.27,1
10.0,160.0,415,743.0,0,1,29.0,164.6,121.0,27.98,262.8,108.0,22.34,123.8,131.0,5.57,15.2,4.0,4.1,1
34.0,112.0,415,3711.0,0,1,17.0,120.0,94.0,20.4,79.5,104.0,6.76,214.0,94.0,9.63,8.7,1.0,2.35,1
22.0,108.0,510,1720.0,1,0,0.0,86.1,97.0,14.64,227.9,101.0,19.37,225.8,102.0,10.16,9.1,3.0,2.46,3
26.0,113.0,415,4854.0,0,0,0.0,215.9,93.0,36.7,240.1,85.0,20.41,156.7,123.0,7.05,4.9,5.0,1.32,3
19.0,118.0,408,863.0,1,0,0.0,160.0,123.0,27.2,175.4,96.0,14.91,184.8,99.0,8.32,9.9,3.0,2.67,2
21.0,130.0,408,3139.0,0,0,0.0,176.3,140.0,29.97,201.0,104.0,17.09,161.9,123.0,7.29,11.3,5.0,3.05,1
1.0,68.0,510,889.0,0,0,0.0,157.3,83.0,26.74,220.9,85.0,18.78,218.9,129.0,9.85,12.0,7.0,3.24,1
16.0,87.0,510,838.0,0,0,0.0,115.4,90.0,19.62,262.6,68.0,22.32,245.7,69.0,11.06,13.1,5.0,3.54,2
2.0,110.0,408,2398.0,0,0,0.0,55.3,102.0,9.4,164.7,124.0,14.0,200.7,108.0,9.03,10.2,5.0,2.75,1
36.0,51.0,415,800.0,0,0,0.0,86.4,102.0,14.69,202.1,113.0,17.18,113.0,84.0,5.09,11.9,6.0,3.21,2
31.0,182.0,415,4820.0,0,0,0.0,279.1,124.0,47.45,180.5,108.0,15.34,217.5,104.0,9.79,9.5,11.0,2.57,2
48.0,90.0,408,3820.0,0,0,0.0,61.3,91.0,10.42,194.4,94.0,16.52,143.1,80.0,6.44,11.4,9.0,3.08,1
31.0,96.0,510,2146.0,0,0,0.0,150.0,122.0,25.5,218.5,116.0,18.57,212.4,89.0,9.56,9.8,1.0,2.65,3
1.0,121.0,415,4593.0,0,0,0.0,168.9,128.0,28.71,123.9,99.0,10.53,266.3,105.0,11.98,2.9,7.0,0.78,2
5.0,128.0,510,4373.0,0,0,0.0,199.3,86.0,33.88,194.8,102.0,16.56,298.2,82.0,13.42,14.3,2.0,3.86,4
31.0,135.0,510,1850.0,0,0,0.0,180.1,112.0,30.62,257.2,89.0,21.86,131.6,111.0,5.92,11.4,7.0,3.08,1
34.0,112.0,408,3616.0,0,1,30.0,60.6,113.0,10.3,165.9,96.0,14.1,132.8,99.0,5.98,13.3,7.0,3.59,0
11.0,64.0,415,4594.0,0,0,0.0,194.2,147.0,33.01,173.4,87.0,14.74,268.7,114.0,12.09,5.5,2.0,1.49,2
40.0,102.0,408,2129.0,0,0,0.0,174.5,73.0,29.67,213.7,114.0,18.16,164.7,116.0,7.41,10.3,5.0,2.78,4
46.0,126.0,415,3970.0,0,0,0.0,226.2,88.0,38.45,140.3,114.0,11.93,208.9,110.0,9.4,6.4,2.0,1.73,0
46.0,73.0,415,4568.0,0,0,0.0,217.8,91.0,37.03,220.6,97.0,18.75,277.3,89.0,12.48,10.3,6.0,2.78,1
17.0,108.0,408,2529.0,0,0,0.0,73.8,105.0,12.55,143.4,114.0,12.19,170.2,98.0,7.66,10.9,3.0,2.94,2
50.0,127.0,415,4484.0,1,1,28.0,95.9,117.0,16.3,159.5,131.0,13.56,152.8,132.0,6.88,10.4,3.0,2.81,1
29.0,34.0,415,1793.0,0,0,0.0,193.7,74.0,32.93,126.9,84.0,10.79,221.2,166.0,9.95,8.8,4.0,2.38,0
31.0,122.0,415,24.0,0,1,34.0,146.4,104.0,24.89,89.7,103.0,7.62,220.0,91.0,9.9,15.6,4.0,4.21,2
37.0,69.0,415,213.0,0,0,0.0,243.3,101.0,41.36,109.2,99.0,9.28,176.9,138.0,7.96,9.3,3.0,2.51,0
37.0,38.0,415,2493.0,0,0,0.0,194.4,94.0,33.05,186.7,95.0,15.87,223.3,90.0,10.05,10.8,5.0,2.92,3
20.0,90.0,415,900.0,0,0,0.0,145.6,103.0,24.75,197.1,137.0,16.75,294.5,83.0,13.25,10.5,4.0,2.84,0
32.0,174.0,415,686.0,0,0,0.0,239.2,72.0,40.66,188.5,124.0,16.02,105.6,116.0,4.75,8.8,3.0,2.38,1
2.0,122.0,415,4893.0,1,0,0.0,146.3,117.0,24.87,218.7,93.0,18.59,236.0,97.0,10.62,11.5,5.0,3.11,1
6.0,88.0,415,1463.0,0,0,0.0,168.8,141.0,28.7,211.5,129.0,17.98,86.9,92.0,3.91,10.5,7.0,2.84,3
1.0,74.0,415,2036.0,0,0,0.0,180.0,110.0,30.6,212.9,100.0,18.1,182.3,95.0,8.2,11.8,10.0,3.19,0
29.0,21.0,510,4255.0,0,0,0.0,225.0,110.0,38.25,244.2,111.0,20.76,221.2,93.0,9.95,10.7,4.0,2.89,0
18.0,143.0,415,1178.0,0,0,0.0,178.2,109.0,30.29,254.6,93.0,21.64,241.3,139.0,10.86,8.5,7.0,2.3,0
25.0,155.0,408,353.0,0,0,0.0,163.0,93.0,27.71,203.9,102.0,17.33,159.0,109.0,7.15,15.1,4.0,4.08,2
40.0,209.0,510,3189.0,0,0,0.0,255.1,124.0,43.37,230.6,110.0,19.6,218.0,69.0,9.81,8.5,5.0,2.3,3
38.0,140.0,408,485.0,0,0,0.0,112.8,89.0,19.18,156.7,65.0,13.32,249.6,85.0,11.23,16.3,6.0,4.4,0
42.0,3.0,510,4226.0,1,0,0.0,161.0,96.0,27.37,244.9,82.0,20.82,180.8,103.0,8.14,7.7,6.0,2.08,1
19.0,98.0,415,4527.0,0,0,0.0,182.6,76.0,31.04,145.2,75.0,12.34,162.6,127.0,7.32,12.0,1.0,3.24,6
9.0,127.0,415,1028.0,0,1,24.0,211.5,121.0,35.96,183.9,115.0,15.63,186.2,103.0,8.38,13.5,1.0,3.65,3
15.0,35.0,510,3625.0,0,1,23.0,194.6,106.0,33.08,199.8,132.0,16.98,189.6,88.0,8.53,10.1,7.0,2.73,4
50.0,90.0,408,2133.0,0,1,39.0,94.8,89.0,16.12,219.1,91.0,18.62,197.4,65.0,8.88,11.4,5.0,3.08,1
4.0,87.0,415,2899.0,0,1,19.0,165.8,122.0,28.19,186.9,89.0,15.89,249.7,78.0,11.24,0.0,0.0,0.0,1
33.0,42.0,415,1308.0,0,0,0.0,303.9,106.0,51.66,232.2,54.0,19.74,147.1,76.0,6.62,5.8,3.0,1.57,1
18.0,151.0,408,3860.0,0,0,0.0,178.7,116.0,30.38,292.1,138.0,24.83,265.9,101.0,11.97,9.8,4.0,2.65,0
7.0,87.0,415,1956.0,0,1,18.0,124.3,104.0,21.13,196.1,80.0,16.67,290.0,110.0,13.05,7.2,3.0,1.94,1
18.0,96.0,510,3409.0,0,0,0.0,182.6,75.0,31.04,188.6,67.0,16.03,137.7,81.0,6.2,9.5,3.0,2.57,5
19.0,69.0,510,1303.0,0,0,0.0,195.1,91.0,33.17,261.5,57.0,22.23,203.8,90.0,9.17,11.4,5.0,3.08,0
19.0,95.0,415,3598.0,0,0,0.0,186.4,85.0,31.69,173.4,100.0,14.74,294.7,73.0,13.26,9.1,5.0,2.46,1
18.0,112.0,510,4357.0,0,0,0.0,174.5,127.0,29.67,259.3,71.0,22.04,170.5,120.0,7.67,11.3,7.0,3.05,1
44.0,101.0,415,4482.0,0,0,0.0,332.1,91.0,56.46,151.0,123.0,12.84,277.8,99.0,12.5,11.3,3.0,3.05,1
23.0,100.0,415,22.0,0,1,27.0,221.7,100.0,37.69,236.1,70.0,20.07,192.7,91.0,8.67,8.0,4.0,2.16,0
13.0,151.0,415,4528.0,0,0,0.0,194.8,106.0,33.12,292.7,103.0,24.88,224.6,82.0,10.11,5.5,3.0,1.49,0
5.0,61.0,510,1249.0,0,0,0.0,88.1,60.0,14.98,129.7,108.0,11.02,169.0,87.0,7.61,13.3,4.0,3.59,2
20.0,112.0,415,476.0,0,0,0.0,170.4,103.0,28.97,200.2,71.0,17.02,258.3,100.0,11.62,11.6,4.0,3.13,1
29.0,70.0,415,4965.0,0,0,0.0,213.4,86.0,36.28,204.7,77.0,17.4,256.6,101.0,11.55,5.7,4.0,1.54,1
9.0,31.0,510,3921.0,0,0,0.0,165.4,84.0,28.12,203.7,107.0,17.31,201.7,65.0,9.08,8.2,1.0,2.21,1
20.0,86.0,408,80.0,0,0,0.0,226.3,88.0,38.47,223.0,107.0,18.96,255.6,92.0,11.5,13.0,3.0,3.51,4
32.0,1.0,510,624.0,0,1,26.0,69.7,84.0,11.85,250.4,79.0,21.28,230.2,122.0,10.36,8.3,3.0,2.24,2
21.0,163.0,415,1413.0,0,1,30.0,195.2,123.0,33.18,126.4,115.0,10.74,221.0,90.0,9.95,9.0,5.0,2.43,5
5.0,97.0,415,465.0,0,1,27.0,125.9,90.0,21.4,123.4,91.0,10.49,230.0,71.0,10.35,7.3,7.0,1.97,0
34.0,49.0,415,3617.0,0,0,0.0,167.2,94.0,28.42,218.1,121.0,18.54,313.1,109.0,14.09,7.8,5.0,2.11,3
35.0,98.0,408,2121.0,0,0,0.0,165.0,129.0,28.05,202.6,113.0,17.22,172.3,94.0,7.75,12.5,7.0,3.38,1
22.0,63.0,510,3575.0,0,0,0.0,185.3,87.0,31.5,225.3,87.0,19.15,194.3,93.0,8.74,11.7,3.0,3.16,0
12.0,36.0,510,3004.0,0,0,0.0,117.1,94.0,19.91,235.4,117.0,20.01,221.3,108.0,9.96,9.0,2.0,2.43,0
43.0,90.0,415,3755.0,0,0,0.0,109.6,88.0,18.63,137.6,108.0,11.7,159.7,121.0,7.19,11.0,5.0,2.97,2
36.0,134.0,408,3997.0,0,1,10.0,159.4,79.0,27.1,91.0,94.0,7.74,199.5,137.0,8.98,10.0,3.0,2.7,2
37.0,37.0,408,2195.0,0,0,0.0,257.3,117.0,43.74,134.5,92.0,11.43,306.2,102.0,13.78,8.2,5.0,2.21,3
17.0,57.0,415,888.0,0,1,29.0,279.9,121.0,47.58,223.1,109.0,18.96,251.7,94.0,11.33,13.0,2.0,3.51,1
39.0,132.0,415,3504.0,1,1,18.0,130.7,86.0,22.22,186.1,98.0,15.82,204.8,103.0,9.22,11.9,6.0,3.21,0
6.0,95.0,415,2464.0,0,1,36.0,283.1,112.0,48.13,286.2,86.0,24.33,261.7,129.0,11.78,11.3,3.0,3.05,3
46.0,165.0,510,927.0,0,0,0.0,242.9,126.0,41.29,209.8,65.0,17.83,228.4,126.0,10.28,0.0,0.0,0.0,1
24.0,138.0,415,4239.0,0,1,29.0,190.1,87.0,32.32,223.2,123.0,18.97,256.2,130.0,11.53,14.2,6.0,3.83,0
24.0,103.0,415,2242.0,0,1,37.0,230.7,112.0,39.22,319.4,116.0,27.15,299.4,77.0,13.47,7.9,3.0,2.13,2
39.0,36.0,415,2060.0,0,0,0.0,235.1,97.0,39.97,196.8,104.0,16.73,259.7,110.0,11.69,7.0,7.0,1.89,3
19.0,58.0,408,3618.0,0,1,47.0,151.1,117.0,25.69,137.4,103.0,11.68,172.6,99.0,7.77,9.2,8.0,2.48,1
11.0,70.0,415,651.0,0,0,0.0,197.3,91.0,33.54,305.8,81.0,25.99,171.0,105.0,7.69,6.7,6.0,1.81,1
5.0,192.0,415,2258.0,0,0,0.0,221.6,101.0,37.67,285.2,50.0,24.24,167.4,83.0,7.53,12.7,6.0,3.43,4
7.0,61.0,415,313.0,0,0,0.0,140.6,89.0,23.9,172.8,128.0,14.69,212.4,97.0,9.56,13.6,4.0,3.67,1
23.0,166.0,408,302.0,0,0,0.0,152.1,95.0,25.86,121.0,105.0,10.29,198.0,126.0,8.91,9.8,5.0,2.65,0
49.0,115.0,510,4936.0,1,0,0.0,249.9,95.0,42.48,242.5,104.0,20.61,151.7,121.0,6.83,15.3,6.0,4.13,1
40.0,121.0,415,4641.0,0,0,0.0,144.8,126.0,24.62,200.6,82.0,17.05,208.8,81.0,9.4,13.3,9.0,3.59,0
12.0,73.0,415,4321.0,0,0,0.0,137.1,102.0,23.31,210.8,114.0,17.92,191.4,120.0,8.61,11.1,4.0,3.0,1
17.0,102.0,415,3622.0,1,0,0.0,209.8,85.0,35.67,165.7,100.0,14.08,230.1,92.0,10.35,8.7,6.0,2.35,0
5.0,126.0,415,362.0,0,0,0.0,120.0,82.0,20.4,213.6,111.0,18.16,312.9,136.0,14.08,7.5,6.0,2.03,1
47.0,117.0,408,2795.0,0,0,0.0,191.1,93.0,32.49,282.8,56.0,24.04,84.8,118.0,3.82,12.0,4.0,3.24,2
7.0,106.0,415,4860.0,0,0,0.0,147.7,105.0,25.11,215.0,129.0,18.28,267.2,95.0,12.02,11.0,3.0,2.97,1
1.0,77.0,415,4260.0,0,0,0.0,163.0,112.0,27.71,219.1,89.0,18.62,233.4,66.0,10.5,6.7,3.0,1.81,2
10.0,122.0,510,4440.0,1,0,0.0,140.0,101.0,23.8,196.4,77.0,16.69,120.1,133.0,5.4,9.7,4.0,2.62,4
40.0,106.0,510,2612.0,0,0,0.0,168.4,85.0,28.63,123.3,95.0,10.48,162.5,83.0,7.31,4.6,4.0,1.24,3
5.0,22.0,510,1.0,0,1,23.0,182.1,94.0,30.96,164.6,59.0,13.99,128.8,102.0,5.8,12.7,4.0,3.43,3
13.0,99.0,408,1434.0,0,0,0.0,159.7,83.0,27.15,155.4,121.0,13.21,255.7,114.0,11.51,8.4,3.0,2.27,1
6.0,100.0,510,4661.0,1,0,0.0,107.2,98.0,18.22,86.8,122.0,7.38,156.2,117.0,7.03,9.7,4.0,2.62,1
1.0,83.0,408,293.0,0,0,0.0,202.3,87.0,34.39,201.5,111.0,17.13,101.7,82.0,4.58,6.8,4.0,1.84,0
8.0,64.0,415,664.0,0,1,31.0,281.9,121.0,47.92,240.6,104.0,20.45,212.2,120.0,9.55,7.0,5.0,1.89,3
33.0,177.0,415,4696.0,0,1,27.0,230.2,106.0,39.13,196.1,78.0,16.67,215.4,108.0,9.69,10.4,2.0,2.81,1
31.0,88.0,510,1460.0,0,0,0.0,143.3,97.0,24.36,170.7,81.0,14.51,195.3,89.0,8.79,11.4,5.0,3.08,2
1.0,96.0,415,4384.0,1,0,0.0,200.6,117.0,34.1,289.5,120.0,24.61,98.3,95.0,4.42,11.2,5.0,3.02,2
38.0,82.0,408,1693.0,0,0,0.0,125.7,96.0,21.37,207.6,137.0,17.65,183.1,103.0,8.24,12.9,2.0,3.48,1
25.0,76.0,408,1447.0,0,0,0.0,193.0,82.0,32.81,200.8,109.0,17.07,135.9,79.0,6.12,14.4,3.0,3.89,0
0.0,104.0,415,1834.0,0,0,0.0,174.1,97.0,29.6,174.6,104.0,14.84,182.7,158.0,8.22,9.3,4.0,2.51,3
33.0,21.0,510,2392.0,0,0,0.0,197.6,105.0,33.59,206.4,88.0,17.54,169.6,143.0,7.63,9.6,2.0,2.59,3
49.0,64.0,415,1576.0,0,1,22.0,200.4,80.0,34.07,131.1,84.0,11.14,230.7,67.0,10.38,7.6,5.0,2.05,1
23.0,124.0,510,2297.0,1,0,0.0,157.8,71.0,26.83,203.2,114.0,17.27,168.7,82.0,7.59,10.0,2.0,2.7,3
0.0,156.0,510,725.0,0,0,0.0,123.7,96.0,21.03,103.0,80.0,8.76,189.4,82.0,8.52,13.1,4.0,3.54,1
43.0,41.0,408,2252.0,0,1,22.0,213.8,102.0,36.35,141.8,86.0,12.05,142.2,123.0,6.4,7.2,3.0,1.94,0
47.0,47.0,415,121.0,0,1,27.0,165.0,89.0,28.05,127.3,118.0,10.82,284.4,95.0,12.8,7.7,4.0,2.08,2
50.0,90.0,415,4667.0,0,0,0.0,207.2,121.0,35.22,292.5,104.0,24.86,226.3,103.0,10.18,8.0,1.0,2.16,2
37.0,37.0,408,2195.0,0,0,0.0,257.3,117.0,43.74,134.5,92.0,11.43,306.2,102.0,13.78,8.2,5.0,2.21,3
29.0,189.0,415,4768.0,0,1,38.0,256.7,98.0,43.64,150.5,120.0,12.79,123.0,87.0,5.54,11.4,3.0,3.08,3
47.0,124.0,510,4774.0,0,0,0.0,178.8,64.0,30.4,226.0,118.0,19.21,240.5,89.0,10.82,5.5,4.0,1.49,2
23.0,85.0,415,1856.0,0,0,0.0,255.3,114.0,43.4,194.6,83.0,16.54,276.6,78.0,12.45,3.7,5.0,1.0,3
33.0,3.0,510,878.0,0,1,27.0,67.4,116.0,11.46,244.0,78.0,20.74,281.1,93.0,12.65,11.4,2.0,3.08,2
20.0,123.0,408,2208.0,0,0,0.0,206.9,115.0,35.17,224.4,86.0,19.07,197.4,60.0,8.88,8.3,2.0,2.24,3
8.0,52.0,415,964.0,0,0,0.0,257.9,80.0,43.84,220.7,82.0,18.76,225.4,70.0,10.14,16.8,3.0,4.54,2
32.0,56.0,408,3015.0,0,0,0.0,197.0,110.0,33.49,222.8,102.0,18.94,225.3,91.0,10.14,10.6,6.0,2.86,2
19.0,79.0,408,2700.0,0,1,27.0,192.3,125.0,32.69,147.3,108.0,12.52,215.0,97.0,9.67,7.8,4.0,2.11,1
25.0,155.0,408,353.0,0,0,0.0,163.0,93.0,27.71,203.9,102.0,17.33,159.0,109.0,7.15,15.1,4.0,4.08,2
3.0,116.0,415,4991.0,1,0,0.0,191.7,97.0,32.59,176.2,127.0,14.98,103.9,96.0,4.68,4.9,4.0,1.32,2
23.0,65.0,510,1452.0,0,1,29.0,158.1,104.0,26.88,322.2,81.0,27.39,210.0,96.0,9.45,8.9,6.0,2.4,1
25.0,120.0,415,4950.0,0,0,0.0,131.7,99.0,22.39,163.1,109.0,13.86,201.1,116.0,9.05,10.7,3.0,2.89,1
5.0,83.0,510,2683.0,0,0,0.0,132.4,120.0,22.51,121.6,101.0,10.34,197.7,84.0,8.9,8.6,2.0,2.32,1
28.0,141.0,415,2016.0,0,0,0.0,208.5,129.0,35.45,190.3,86.0,16.18,144.7,93.0,6.51,12.0,9.0,3.24,1
43.0,201.0,415,4240.0,0,1,21.0,192.0,97.0,32.64,239.1,81.0,20.32,116.1,125.0,5.22,15.1,3.0,4.08,1
38.0,53.0,415,669.0,0,0,0.0,205.1,86.0,34.87,160.5,95.0,13.64,149.5,142.0,6.73,10.7,2.0,2.89,3
9.0,120.0,415,1079.0,0,1,31.0,153.5,83.0,26.1,219.1,96.0,18.62,237.4,76.0,10.68,11.4,4.0,3.08,0
0.0,138.0,415,672.0,0,1,37.0,75.8,102.0,12.89,173.6,147.0,14.76,162.6,96.0,7.32,8.2,13.0,2.21,0
17.0,110.0,510,3202.0,0,0,0.0,99.4,62.0,16.9,275.0,86.0,23.38,212.1,94.0,9.54,16.7,3.0,4.51,2
44.0,82.0,510,3454.0,0,0,0.0,191.9,95.0,32.62,116.7,105.0,9.92,202.6,113.0,9.12,8.2,5.0,2.21,0
34.0,90.0,415,1010.0,0,0,0.0,180.0,58.0,30.6,229.4,88.0,19.5,162.2,110.0,7.3,13.2,9.0,3.56,1
45.0,103.0,510,3431.0,0,0,0.0,167.8,121.0,28.53,212.9,123.0,18.1,208.2,73.0,9.37,13.0,3.0,3.51,5
25.0,130.0,510,1032.0,0,0,0.0,203.9,63.0,34.66,191.8,93.0,16.3,132.5,125.0,5.96,12.1,4.0,3.27,3
30.0,83.0,415,4639.0,0,0,0.0,231.3,100.0,39.32,210.4,84.0,17.88,217.4,106.0,9.78,12.4,2.0,3.35,3
8.0,31.0,408,3130.0,0,0,0.0,229.1,120.0,38.95,172.4,79.0,14.65,243.6,102.0,10.96,11.0,4.0,2.97,3
